username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,
"BillionNeeded;2014-08-11 05:53;0;0;""Be safe while u doing that!"";Maryland Heights"," MO;;;""498814513844465665"";https://twitter.com/BillionNeeded/status/498814513844465665",,,,,,,,
"terryschriber1;2014-08-11 05:53;0;0;""WAIT UNTIL I TURN THE AC OFF ON UR ASSES WE'LL SEE!!!"";Illinois"," USA;;;""498814437827284992"";https://twitter.com/terryschriber1/status/498814437827284992",,,,,,,,
"BillionNeeded;2014-08-11 05:53;0;0;""Im not the one who will say ""I dont like (certain skin tone) people"" .."";Maryland Heights"," MO;;;""498814364669857792"";https://twitter.com/BillionNeeded/status/498814364669857792",,,,,,,,
"jwpatty;2014-08-11 05:52;0;0;""@kwcollins @jonmladd And the Senate was elected by the States until the 17th Amendment and (shhh!)... the President still is."";Clayton"," MO;@kwcollins @jonmladd;;""498814324966981632"";https://twitter.com/jwpatty/status/498814324966981632",,,,,,,,
"vsyx09;2014-08-11 05:52;1;1;""Ferguson will never be the same..."";Florissant"," MO;;;""498814316561170432"";https://twitter.com/vsyx09/status/498814316561170432",,,,,,,,
"littlebrinks2;2014-08-11 05:52;0;0;""Half these people looting i bet don't even know the guy who evan got shot I bet"";Ferguson"," MO;;;""498814251465990147"";https://twitter.com/littlebrinks2/status/498814251465990147",,,,,,,,
"leisazigman;2014-08-11 05:52;3;1;""These incidents overshadow the young man killed. This may not be over -James clark. Dir a better fam life @ksdknews #Ferguson"";Clayton"," MO;@ksdknews;#Ferguson;""498814243870085120"";https://twitter.com/leisazigman/status/498814243870085120",,,,,,,,
"MrAntike184;2014-08-11 05:52;0;0;""@Alexa_AP08 The center of death mountain."";Granite City"," IL;@Alexa_AP08;;""498814218163208192"";https://twitter.com/MrAntike184/status/498814218163208192",,,,,,,,
"BriScotttt;2014-08-11 05:52;0;4;""senior breakfast pic.twitter.com/zOTUtmiTlc"";Collinsville"," IL;;;""498814207769714690"";https://twitter.com/BriScotttt/status/498814207769714690",,,,,,,,
"ChefJonSTL;2014-08-11 05:52;0;0;""pic.twitter.com/ZBz4DhLEKP"";Chesterfield"," MO;;;""498814113032568833"";https://twitter.com/ChefJonSTL/status/498814113032568833",,,,,,,,
"littlebrinks2;2014-08-11 05:51;0;0;""Are y'all fucking serious? Burning down a qt? Now would if y'all caught those pumps on fire? Retards"";Ferguson"," MO;;;""498814072306302976"";https://twitter.com/littlebrinks2/status/498814072306302976",,,,,,,,
"MrAntike184;2014-08-11 05:51;0;0;""@Alexa_AP08 Hello AP!"";Granite City"," IL;@Alexa_AP08;;""498813949685825536"";https://twitter.com/MrAntike184/status/498813949685825536",,,,,,,,
"TumblerofMinion;2014-08-11 05:51;0;0;""Minions. I love minions pic.twitter.com/i4LLl24q9P"";Illinois"," USA;;;""498813877220409344"";https://twitter.com/TumblerofMinion/status/498813877220409344",,,,,,,,
"Nardoni1;2014-08-11 05:51;1;0;""It's not right that the guy was shot but neither is robbing and burning down stores. Pull your heads out of your asses people."";St Peters"," MO;;;""498813854898339840"";https://twitter.com/Nardoni1/status/498813854898339840",,,,,,,,
"terryschriber1;2014-08-11 05:50;0;0;""HEREZ HOW THIS IS GOING TO WORK U R GONNA ELECT ME I'M NOT UR FRIEND I'M NOT EATN TALKN OR EVEN LOOKN AT U!!! U WILL WORK!!! JUST WORK!!!"";Illinois"," USA;;;""498813803690475520"";https://twitter.com/terryschriber1/status/498813803690475520",,,,,,,,
"thesarahrosex;2014-08-11 05:50;0;0;""@airbagged I can't even believe all of this happened like 10 miles from where I live."";Shrewsbury"," MO;@airbagged;;""498813708240302080"";https://twitter.com/thesarahrosex/status/498813708240302080",,,,,,,,
"imashbuttons;2014-08-11 05:50;0;0;""@TheBlacktastic I've been at this hotel for a little over three years. Just gets worse and worse."";Maryland Heights"," MO;@TheBlacktastic;;""498813660752392192"";https://twitter.com/imashbuttons/status/498813660752392192",,,,,,,,
"DrKenLovelace;2014-08-11 05:50;0;0;""Verse-of-the-Day: 2 Cor 12:9: â€œBut He said to me", â€œMy grace is sufficient for you," for My power is made perfect in weakness.â€ù"";Affton"," MO;;;""498813607316946945"";https://twitter.com/DrKenLovelace/status/498813607316946945",,,,,,
"Nardoni1;2014-08-11 05:50;0;1;""This world is fucked"";St Peters"," MO;;;""498813601495281664"";https://twitter.com/Nardoni1/status/498813601495281664",,,,,,,,
